filepath,rating
NE\A-495_1\A-495_1__109.png,5
SE\A-492\A-492__308.png,3
SE\A-5058\A-5058__18.png,3
SE\A-497\A-497__513.png,2
SE\A-492\A-492__469.png,3
SE\A-492\A-492__280.png,2
SE\A-497\A-497__464.png,2
SE\A-492\A-492__312.png,2
NE\A-495_1\A-495_1__102.png,4
SE\A-497_2C\A-497_2C__363.png,4
SE\A-497\A-497__77.png,4
SE\A-5052\A-5052__394.png,3
SO\A-5053\A-5053__185.png,2
SE\A-5058\A-5058__53.png,2
SE\A-497_2C\A-497_2C__620.png,3
SE\A-497\A-497__754.png,4
SE\A-497\A-497__204.png,3
SO\A-5052\A-5052__85.png,2
SE\A-5052\A-5052__183.png,2
SE\A-492\A-492__258.png,2
SE\A-5052\A-5052__211.png,2
SE\A-497_2C\A-497_2C__112.png,3
NE\A-495_1\A-495_1__38.png,3
NE\A-495\A-495__108.png,2
SO\A-5052\A-5052__17.png,2
SE\A-5058\A-5058__302.png,3
SE\A-492\A-492__427.png,2
SE\A-5050\A-5050__36.png,3
NE\A-490\A-490__214.png,3
NO\A-499\A-499__136.png,2
SO\A-5053\A-5053__340.png,2
SE\A-5052\A-5052__104.png,3
SO\A-5053\A-5053__62.png,2
NO\A-490\A-490__293.png,1
SE\A-5059\A-5059__45.png,2
SO\A-5053\A-5053__98.png,2
SE\A-497\A-497__361.png,2
SE\A-5058\A-5058__63.png,3
NE\A-490\A-490__73.png,5
NO\A-490\A-490__471.png,2
NE\A-495R\A-495R__115.png,1
SO\A-5053\A-5053__343.png,2
SE\A-497_2C\A-497_2C__324.png,4
SE\A-5052\A-5052__214.png,2
SE\A-5050\A-5050__44.png,3
NO\A-499\A-499__14.png,2
SE\A-5052\A-5052__279.png,3
NE\A-495\A-495__34.png,2
SO\A-5052\A-5052__23.png,3
SE\A-492\A-492__355.png,2
SO\A-5053\A-5053__225.png,2
NE\A-495_1\A-495_1__7.png,3
SO\A-5053\A-5053__182.png,2
SE\A-5052\A-5052__482.png,2
SE\A-5058\A-5058__259.png,3
NE\A-490\A-490__323.png,2
NE\A-495\A-495__7.png,3
SE\A-497\A-497__377.png,2
SE\A-5058\A-5058__110.png,3
NO\A-499\A-499__152.png,2
SE\A-497_2C\A-497_2C__327.png,3
SE\A-497\A-497__141.png,3
SO\A-5058\A-5058__214.png,3
SE\A-497_2C\A-497_2C__35.png,3
NO\A-499\A-499__32.png,2
NO\A-490\A-490__527.png,2
SO\A-5058\A-5058__437.png,3
NO\A-499\A-499__83.png,5
SO\A-5053\A-5053__293.png,3
SO\A-5058\A-5058__368.png,2
SE\A-492\A-492__30.png,4
SE\A-497\A-497__751.png,5
SE\A-492\A-492__423.png,2
SE\A-497_2C\A-497_2C__4.png,3
SE\A-5052\A-5052__396.png,3
NE\A-495_1\A-495_1__167.png,3
NE\A-495_1\A-495_1__42.png,2
SE\A-5058\A-5058__315.png,3
NE\A-495_1\A-495_1__71.png,2
NE\A-495R\A-495R__95.png,1
SE\A-5058\A-5058__2.png,2
NO\A-499\A-499__234.png,2
NE\A-495R\A-495R__43.png,4
SE\A-5052\A-5052__399.png,3
NE\A-490\A-490__46.png,3
SE\A-5058\A-5058__321.png,4
SE\A-5052\A-5052__324.png,1
SE\A-492\A-492__251.png,3
SO\A-5053\A-5053__233.png,4
NE\A-490\A-490__152.png,3
NO\A-499\A-499__185.png,2
SE\A-492\A-492__41.png,2
NE\A-495\A-495__79.png,3
SE\A-492\A-492__295.png,3
NO\A-490\A-490__437.png,3
SO\A-5058\A-5058__231.png,3
SE\A-492\A-492__260.png,2
SE\A-497_2C\A-497_2C__53.png,2
NO\A-490\A-490__364.png,1
SO\A-5052\A-5052__76.png,2
SE\A-497\A-497__222.png,3
NE\A-495R\A-495R__82.png,2
SO\A-5053\A-5053__65.png,2
SE\A-497\A-497__685.png,3
SE\A-5052\A-5052__247.png,5
NO\A-499\A-499__265.png,2
SE\A-5052\A-5052__413.png,2
SE\A-497\A-497__515.png,3
SE\A-492\A-492__191.png,2
SE\A-497\A-497__189.png,3
SO\A-5058\A-5058__334.png,3
SE\A-5052\A-5052__244.png,3
SO\A-5052\A-5052__198.png,1
SO\A-5053\A-5053__166.png,2
SE\A-497\A-497__221.png,3
SE\A-497_2C\A-497_2C__613.png,3
SO\A-5053\A-5053__60.png,3
NE\A-490\A-490__176.png,3
SE\A-497\A-497__286.png,3
SO\A-5052\A-5052__97.png,2
SO\A-5053\A-5053__153.png,3
SE\A-497\A-497__657.png,3
SE\A-492\A-492__55.png,2
NO\A-490\A-490__417.png,2
SO\A-5053\A-5053__271.png,2
SE\A-5058\A-5058__316.png,4
SE\A-5059\A-5059__49.png,2
NE\A-490\A-490__32.png,3
NO\A-499\A-499__91.png,3
SE\A-497\A-497__781.png,3
SE\A-5050\A-5050__121.png,3
NE\A-495_1\A-495_1__19.png,2
SE\A-497_2C\A-497_2C__364.png,4
SE\A-497\A-497__182.png,2
NO\A-490\A-490__443.png,1
SE\A-5052\A-5052__378.png,3
SO\A-5052\A-5052__73.png,2
NO\A-490\A-490__508.png,2
SE\A-497\A-497__612.png,4
SE\A-497\A-497__27.png,3
SE\A-497_2C\A-497_2C__232.png,4
SE\A-492\A-492__198.png,2
SO\A-5052\A-5052__89.png,1
SE\A-497_2C\A-497_2C__474.png,4
SE\A-5052\A-5052__374.png,2
SE\A-497\A-497__787.png,3
SE\A-497_2C\A-497_2C__471.png,4
SE\A-497_2C\A-497_2C__309.png,4
SE\A-497_2C\A-497_2C__320.png,3
SE\A-492\A-492__118.png,3
SE\A-497_2C\A-497_2C__644.png,2
SE\A-492\A-492__286.png,3
SO\A-5058\A-5058__215.png,3
SE\A-5058\A-5058__26.png,2
NE\A-495_1\A-495_1__40.png,2
SE\A-497\A-497__462.png,2
NE\A-495_1\A-495_1__156.png,3
SE\A-497\A-497__171.png,3
NE\A-495\A-495__25.png,2
SE\A-5052\A-5052__450.png,1
NE\A-490\A-490__86.png,3
SE\A-5058\A-5058__61.png,2
NE\A-495_1\A-495_1__130.png,4
SO\A-5052\A-5052__43.png,2
SE\A-497\A-497__843.png,2
NO\A-490\A-490__412.png,3
SE\A-497_2C\A-497_2C__126.png,2
NO\A-490\A-490__301.png,2
SE\A-5050\A-5050__47.png,2
SE\A-497\A-497__769.png,5
NE\A-490\A-490__138.png,2
SE\A-492\A-492__331.png,2
NE\A-490\A-490__82.png,5
NO\A-490\A-490__539.png,1
NO\A-499\A-499__33.png,2
NO\A-499\A-499__257.png,2
SE\A-497\A-497__339.png,3
SE\A-497\A-497__401.png,2
NE\A-490\A-490__71.png,4
NE\A-490\A-490__260.png,4
SE\A-5050\A-5050__68.png,3
SE\A-492\A-492__300.png,2
SE\A-5058\A-5058__103.png,3
NE\A-495\A-495__37.png,3
SE\A-497\A-497__813.png,3
NO\A-490\A-490__483.png,2
SE\A-5052\A-5052__93.png,2
SE\A-497_2C\A-497_2C__310.png,4
SE\A-497\A-497__785.png,3
SE\A-492\A-492__106.png,3
SE\A-5058\A-5058__336.png,3
SE\A-497\A-497__748.png,3
SO\A-5053\A-5053__315.png,3
SO\A-5053\A-5053__323.png,4
SO\A-5052\A-5052__201.png,1
SE\A-5058\A-5058__225.png,3
SE\A-5059\A-5059__41.png,3
NE\A-495\A-495__145.png,3
SO\A-5052\A-5052__120.png,2
SO\A-5053\A-5053__356.png,2
SE\A-5052\A-5052__398.png,3
SO\A-5058\A-5058__240.png,3
SE\A-5050\A-5050__76.png,3
SE\A-497_2C\A-497_2C__273.png,2
SE\A-497_2C\A-497_2C__340.png,4
NE\A-490\A-490__4.png,4
SE\A-497_2C\A-497_2C__412.png,2
SE\A-5052\A-5052__417.png,2
SE\A-497_2C\A-497_2C__576.png,3
SE\A-497_2C\A-497_2C__370.png,3
NO\A-499\A-499__75.png,4
NO\A-499\A-499__131.png,2
SO\A-5052\A-5052__152.png,2
NO\A-490\A-490__350.png,3
SE\A-5052\A-5052__466.png,2
SE\A-5059\A-5059__23.png,3
NE\A-490\A-490__143.png,4
SE\A-497\A-497__363.png,3
SE\A-5052\A-5052__146.png,2
SO\A-5052\A-5052__62.png,1
SE\A-497\A-497__587.png,4
SE\A-5059\A-5059__47.png,2
NE\A-495R\A-495R__34.png,5
SO\A-5053\A-5053__371.png,3
SO\A-5053\A-5053__383.png,2
NO\A-499\A-499__128.png,2
NE\A-490\A-490__310.png,2
SE\A-497\A-497__578.png,3
NE\A-495R\A-495R__12.png,3
SE\A-497\A-497__614.png,3
NE\A-490\A-490__263.png,2
NO\A-490\A-490__565.png,1
SE\A-497\A-497__818.png,3
SO\A-5058\A-5058__277.png,3
SO\A-5052\A-5052__195.png,1
NE\A-495_1\A-495_1__91.png,1
SO\A-5052\A-5052__210.png,2
NE\A-495\A-495__124.png,4
SE\A-5058\A-5058__212.png,3
NE\A-495_1\A-495_1__3.png,3
NO\A-490\A-490__515.png,1
SE\A-497_2C\A-497_2C__659.png,2
SE\A-497\A-497__432.png,2
SE\A-497_2C\A-497_2C__282.png,4
SE\A-492\A-492__290.png,2
SE\A-497_2C\A-497_2C__306.png,4
SO\A-5052\A-5052__107.png,2
SE\A-5050\A-5050__59.png,4
SO\A-5053\A-5053__173.png,2
NE\A-490\A-490__55.png,5
SE\A-5058\A-5058__38.png,2
NO\A-499\A-499__53.png,2
SE\A-497_2C\A-497_2C__365.png,4
NE\A-495_1\A-495_1__181.png,1
NO\A-499\A-499__268.png,2
NE\A-490\A-490__281.png,2
SO\A-5052\A-5052__11.png,3
SO\A-5052\A-5052__161.png,2
SO\A-5052\A-5052__119.png,2
NE\A-495R\A-495R__96.png,2
SO\A-5053\A-5053__210.png,3
SE\A-492\A-492__278.png,2
SE\A-497\A-497__304.png,4
SE\A-5058\A-5058__11.png,3
SO\A-5053\A-5053__104.png,2
SE\A-497\A-497__589.png,3
SE\A-492\A-492__291.png,2
SE\A-497_2C\A-497_2C__161.png,3
SE\A-497\A-497__309.png,3
SE\A-497_2C\A-497_2C__123.png,2
NE\A-495_1\A-495_1__187.png,2
SE\A-5052\A-5052__96.png,1
SE\A-497_2C\A-497_2C__23.png,3
SE\A-497\A-497__691.png,3
SE\A-5052\A-5052__251.png,3
NE\A-490\A-490__354.png,2
SO\A-5052\A-5052__61.png,2
NO\A-490\A-490__379.png,3
NE\A-495_1\A-495_1__81.png,2
SE\A-5050\A-5050__79.png,3
SE\A-497\A-497__545.png,2
SO\A-5052\A-5052__125.png,2
NE\A-495\A-495__109.png,2
SE\A-5052\A-5052__202.png,1
SO\A-5053\A-5053__95.png,3
SE\A-497_2C\A-497_2C__88.png,3
SE\A-497_2C\A-497_2C__266.png,3
SO\A-5058\A-5058__258.png,3
SE\A-497\A-497__195.png,3
NO\A-499\A-499__124.png,2
NE\A-495R\A-495R__70.png,5
SE\A-497\A-497__573.png,3
SO\A-5058\A-5058__444.png,4
SE\A-497\A-497__192.png,4
NE\A-495_1\A-495_1__56.png,2
SE\A-5052\A-5052__240.png,2
NE\A-490\A-490__233.png,4
SO\A-5053\A-5053__19.png,2
SE\A-5058\A-5058__112.png,3
SE\A-492\A-492__443.png,2
SE\A-497_2C\A-497_2C__159.png,3
SE\A-5058\A-5058__50.png,2
SE\A-5052\A-5052__174.png,2
SE\A-497\A-497__38.png,3
SE\A-5059\A-5059__43.png,3
SO\A-5052\A-5052__138.png,3
SE\A-5052\A-5052__253.png,2
SE\A-497\A-497__23.png,2
SO\A-5052\A-5052__116.png,1
SE\A-497_2C\A-497_2C__214.png,3
SE\A-497_2C\A-497_2C__313.png,4
NE\A-495\A-495__133.png,2
SE\A-5052\A-5052__338.png,3
SE\A-497_2C\A-497_2C__93.png,4
NE\A-490\A-490__102.png,4
NO\A-490\A-490__413.png,1
SE\A-497\A-497__598.png,3
SE\A-492\A-492__24.png,4
SE\A-5052\A-5052__135.png,2
SE\A-5052\A-5052__322.png,2
SO\A-5052\A-5052__122.png,2
SE\A-497\A-497__329.png,3
SE\A-497\A-497__844.png,2
NO\A-490\A-490__296.png,1
SE\A-492\A-492__138.png,3
NE\A-495\A-495__52.png,3
SE\A-5052\A-5052__139.png,3
SE\A-5050\A-5050__112.png,3
NO\A-490\A-490__528.png,1
SE\A-5052\A-5052__353.png,3
NO\A-499\A-499__88.png,2
NE\A-490\A-490__321.png,2
SE\A-5058\A-5058__274.png,4
SO\A-5053\A-5053__374.png,2
SO\A-5058\A-5058__286.png,4
NE\A-495\A-495__80.png,3
SE\A-492\A-492__450.png,1
SE\A-492\A-492__38.png,4
SO\A-5052\A-5052__39.png,1
SE\A-5058\A-5058__310.png,3
SE\A-5059\A-5059__24.png,3
SE\A-5050\A-5050__49.png,2
SE\A-5052\A-5052__348.png,3
SE\A-497_2C\A-497_2C__437.png,2
NO\A-490\A-490__356.png,2
SE\A-492\A-492__128.png,3
SE\A-492\A-492__299.png,2
SE\A-497_2C\A-497_2C__129.png,2
SO\A-5052\A-5052__213.png,3
NO\A-499\A-499__69.png,3
SE\A-5052\A-5052__462.png,1
SE\A-492\A-492__194.png,2
SE\A-497\A-497__405.png,3
SE\A-497\A-497__313.png,2
SE\A-497_2C\A-497_2C__651.png,2
SE\A-5052\A-5052__241.png,1
NE\A-490\A-490__163.png,3
SE\A-497_2C\A-497_2C__17.png,2
SE\A-497\A-497__322.png,1
SE\A-5050\A-5050__97.png,3
NE\A-495_1\A-495_1__127.png,4
SE\A-5050\A-5050__180.png,2
SE\A-5058\A-5058__107.png,3
NO\A-490\A-490__326.png,2
NO\A-490\A-490__572.png,1
SE\A-497_2C\A-497_2C__49.png,3
SE\A-5052\A-5052__200.png,1
SE\A-492\A-492__176.png,2
SE\A-5058\A-5058__83.png,2
NE\A-495R\A-495R__71.png,5
NO\A-499\A-499__246.png,2
SE\A-497\A-497__489.png,2
NO\A-490\A-490__610.png,1
SE\A-492\A-492__266.png,2
SE\A-497_2C\A-497_2C__495.png,3
NE\A-490\A-490__262.png,2
SO\A-5053\A-5053__35.png,3
SE\A-497\A-497__80.png,4
SE\A-497_2C\A-497_2C__312.png,5
SE\A-5058\A-5058__4.png,2
SE\A-497_2C\A-497_2C__611.png,3
NE\A-490\A-490__160.png,2
NE\A-495\A-495__9.png,3
NE\A-490\A-490__286.png,1
SO\A-5053\A-5053__51.png,3
NE\A-490\A-490__342.png,2
SE\A-492\A-492__276.png,2
SE\A-5050\A-5050__102.png,2
NE\A-495\A-495__50.png,3
SE\A-5052\A-5052__157.png,2
SE\A-497\A-497__576.png,3
SE\A-5050\A-5050__45.png,2
SE\A-497\A-497__445.png,2
NE\A-490\A-490__111.png,3
SE\A-5058\A-5058__174.png,3
SE\A-492\A-492__239.png,2
SE\A-497\A-497__118.png,3
SE\A-492\A-492__73.png,4
SE\A-497\A-497__146.png,3
SE\A-5059\A-5059__26.png,3
NE\A-495R\A-495R__114.png,1
NO\A-490\A-490__390.png,2
SE\A-492\A-492__164.png,2
SE\A-492\A-492__158.png,2
SE\A-5052\A-5052__195.png,1
SO\A-5053\A-5053__154.png,3
SE\A-497\A-497__444.png,2
SE\A-497_2C\A-497_2C__377.png,3
SE\A-5050\A-5050__37.png,3
SE\A-5058\A-5058__51.png,2
SE\A-497_2C\A-497_2C__429.png,2
NO\A-490\A-490__391.png,3
SO\A-5058\A-5058__356.png,3
SE\A-492\A-492__13.png,4
SE\A-5050\A-5050__17.png,2
SE\A-5058\A-5058__260.png,3
SE\A-5050\A-5050__110.png,3
SE\A-5052\A-5052__434.png,2
SE\A-492\A-492__273.png,3
NO\A-490\A-490__272.png,2
SE\A-492\A-492__263.png,2
NO\A-499\A-499__78.png,3
NO\A-490\A-490__276.png,2
SE\A-5052\A-5052__388.png,3
SE\A-497\A-497__801.png,3
SO\A-5058\A-5058__317.png,4
SE\A-497_2C\A-497_2C__435.png,3
SE\A-497_2C\A-497_2C__645.png,2
SE\A-5058\A-5058__134.png,2
NO\A-499\A-499__55.png,2
NO\A-499\A-499__216.png,2
NE\A-490\A-490__271.png,2
SE\A-5050\A-5050__162.png,2
SE\A-497_2C\A-497_2C__395.png,5
SE\A-5058\A-5058__109.png,3
SE\A-497\A-497__408.png,1
SE\A-497_2C\A-497_2C__264.png,3
NE\A-495\A-495__136.png,3
SE\A-497\A-497__684.png,3
SE\A-497\A-497__694.png,3
SE\A-5052\A-5052__296.png,3
SO\A-5053\A-5053__162.png,2
SE\A-492\A-492__265.png,2
SE\A-497\A-497__127.png,3
SE\A-497\A-497__12.png,2
SE\A-5058\A-5058__245.png,3
SE\A-5052\A-5052__294.png,3
NO\A-490\A-490__600.png,2
SE\A-497_2C\A-497_2C__61.png,3
NO\A-499\A-499__23.png,2
NO\A-499\A-499__140.png,3
SO\A-5053\A-5053__83.png,2
NO\A-499\A-499__57.png,3
NE\A-490\A-490__80.png,4
NO\A-490\A-490__410.png,3
NO\A-490\A-490__320.png,2
NE\A-490\A-490__199.png,4
SO\A-5058\A-5058__222.png,3
SE\A-5052\A-5052__331.png,2
SO\A-5053\A-5053__231.png,3
SE\A-5058\A-5058__283.png,4
SE\A-497\A-497__850.png,2
SE\A-497\A-497__16.png,2
NE\A-495\A-495__144.png,3
SO\A-5053\A-5053__250.png,3
SE\A-497_2C\A-497_2C__448.png,4
SO\A-5052\A-5052__33.png,2
SE\A-497_2C\A-497_2C__516.png,3
SE\A-492\A-492__226.png,2
NE\A-490\A-490__266.png,1
SE\A-492\A-492__348.png,2
SO\A-5058\A-5058__283.png,4
NO\A-490\A-490__271.png,2
SE\A-497_2C\A-497_2C__475.png,3
SE\A-492\A-492__107.png,2
SE\A-492\A-492__114.png,4
SE\A-497\A-497__466.png,3
SE\A-497\A-497__257.png,3
SE\A-5052\A-5052__107.png,2
SE\A-497\A-497__332.png,3
NO\A-499\A-499__130.png,2
SE\A-497\A-497__294.png,3
NO\A-490\A-490__399.png,2
SO\A-5053\A-5053__107.png,2
NO\A-490\A-490__295.png,2
SO\A-5053\A-5053__192.png,2
SO\A-5058\A-5058__285.png,5
SE\A-497_2C\A-497_2C__202.png,3
NO\A-490\A-490__562.png,2
SO\A-5053\A-5053__256.png,4
SE\A-5059\A-5059__72.png,3
SE\A-497_2C\A-497_2C__454.png,3
SE\A-492\A-492__429.png,2
SE\A-492\A-492__184.png,2
NE\A-495\A-495__58.png,3
SE\A-497\A-497__267.png,2
SE\A-497\A-497__63.png,3
SE\A-497_2C\A-497_2C__440.png,2
NE\A-495\A-495__68.png,3
SE\A-492\A-492__214.png,2
SE\A-497\A-497__279.png,4
SE\A-5052\A-5052__124.png,2
NE\A-490\A-490__180.png,3
NO\A-499\A-499__117.png,2
SO\A-5052\A-5052__178.png,2
SO\A-5053\A-5053__218.png,3
SO\A-5053\A-5053__332.png,2
SE\A-5052\A-5052__198.png,1
SE\A-5058\A-5058__214.png,3
SE\A-497\A-497__124.png,3
SE\A-5052\A-5052__197.png,1
NE\A-495R\A-495R__104.png,2
